Name	Length	EffectiveLength	TPM	NumReads
NC_000067.7	195154279	195154085.167	21.616254	975168.638
NT_166280.1	169725	169531.167	0.344217	13.490
NT_166281.1	241735	241541.167	0.074925	4.184
NT_166282.1	153618	153424.167	0.038776	1.375
NT_162750.1	206961	206767.167	0.025465	1.217
NW_023337852.1	8412	8218.167	251.164371	477.150
NT_166338.1	40056	39862.167	0.000000	0.000
NC_000068.8	181755017	181754823.167	24.006003	1008619.710
NC_000069.7	159745316	159745122.167	30.762107	1135966.015
NC_000070.7	156860686	156860492.167	24.580732	891312.587
NT_187055.1	1976	1782.167	48.546727	20.000
NC_000071.7	151758149	151757955.167	30.093804	1055723.519
NT_187056.1	199368	199174.167	0.000000	0.000
NT_187057.1	205776	205582.167	0.000000	0.000
NT_187058.1	184189	183995.167	0.000000	0.000
NT_166438.1	195993	195799.167	0.000000	0.000
NT_187059.1	953012	952818.167	0.009099	2.004
NC_000072.7	149588044	149587850.167	20.454783	707314.976
NC_000073.7	144995196	144995002.167	46.781289	1568002.908
NT_166307.1	175968	175774.167	0.000000	0.000
NC_000074.7	130127694	130127500.167	22.553047	678415.796
NC_000075.7	124359700	124359506.167	25.028930	719520.071
NC_000076.7	130530862	130530668.167	23.633543	713120.708
NC_000077.7	121973369	121973175.167	50.616213	1427169.730
NC_000078.7	120092757	120092563.167	15.729130	436659.063
NC_000079.7	120883175	120882981.167	17.812943	497762.873
NC_000080.7	125139656	125139462.167	14.956294	432653.201
NC_000081.7	104073951	104073757.167	25.419933	611557.487
NC_000082.7	98008968	98008774.167	18.329761	415282.278
NC_000083.7	95294699	95294505.167	29.370631	646997.774
NC_000084.7	90720763	90720569.167	16.552884	347137.136
NC_000085.7	61420004	61419810.167	37.445299	531651.957
NC_000086.8	169476592	169476398.167	9.196444	360288.817
NT_165789.3	559103	558909.167	8.011902	1035.139
NC_000087.8	91455967	91455773.167	0.190590	4029.329
NT_187060.1	182347	182153.167	0.000000	0.000
NT_187061.1	259875	259681.167	0.000000	0.000
NT_187062.1	155838	155644.167	0.000000	0.000
NT_187063.1	158099	157905.167	0.000000	0.000
NT_166451.1	42057	41863.167	0.000000	0.000
NT_166462.1	31602	31408.167	28.244615	205.069
NT_166465.1	25871	25677.167	0.000000	0.000
NT_166466.1	23158	22964.167	468.097670	2484.899
NT_166467.1	38659	38465.167	0.000000	0.000
NT_166469.1	35240	35046.167	0.000000	0.000
NT_166474.1	24668	24474.167	0.000000	0.000
NT_166476.1	23629	23435.167	0.369759	2.003
NT_166478.1	24323	24129.167	0.000000	0.000
NT_166443.1	22974	22780.167	0.000000	0.000
NT_166444.1	31704	31510.167	0.000000	0.000
NT_166480.1	21240	21046.167	0.000000	0.000
NT_166456.1	28664	28470.167	0.000000	0.000
NT_166471.1	24685	24491.167	0.000000	0.000
NT_166473.1	28772	28578.167	0.000000	0.000
NT_166454.1	26764	26570.167	12.512030	76.850
NT_166463.1	72385	72191.167	0.000000	0.000
NT_166450.1	47073	46879.167	0.000000	0.000
NT_166452.1	20208	20014.167	0.000000	0.000
NT_187064.1	114452	114258.167	181.780185	4801.262
NW_023337853.1	31129	30935.167	165.735010	1185.191
NC_005089.1	16299	16105.167	998329.914635	3716729.593
