Name	Length	EffectiveLength	TPM	NumReads
NC_000067.7	195154279	195154087.627	30.712629	1034924.400
NT_166280.1	169725	169533.627	0.067132	1.965
NT_166281.1	241735	241543.627	0.000000	0.000
NT_166282.1	153618	153426.627	0.052715	1.397
NT_162750.1	206961	206769.627	0.000000	0.000
NW_023337852.1	8412	8220.627	181.668969	257.869
NT_166338.1	40056	39864.627	0.000000	0.000
NC_000068.8	181755017	181754825.627	30.189201	947439.647
NC_000069.7	159745316	159745124.627	39.729669	1095863.701
NC_000070.7	156860686	156860494.627	33.940979	919288.714
NT_187055.1	1976	1784.627	110.336057	34.000
NC_000071.7	151758149	151757957.627	39.583645	1037244.743
NT_187056.1	199368	199176.627	0.000000	0.000
NT_187057.1	205776	205584.627	0.000000	0.000
NT_187058.1	184189	183997.627	0.000000	0.000
NT_166438.1	195993	195801.627	0.000000	0.000
NT_187059.1	953012	952820.627	0.000000	0.000
NC_000072.7	149588044	149587852.627	36.163138	934063.544
NC_000073.7	144995196	144995004.627	45.197340	1131566.019
NT_166307.1	175968	175776.627	0.000000	0.000
NC_000074.7	130127694	130127502.627	25.800906	579719.664
NC_000075.7	124359700	124359508.627	56.946754	1222818.364
NC_000076.7	130530862	130530670.627	32.015430	721582.332
NC_000077.7	121973369	121973177.627	61.716678	1299812.972
NC_000078.7	120092757	120092565.627	23.393842	485100.424
NC_000079.7	120883175	120882983.627	21.396834	446610.234
NC_000080.7	125139656	125139464.627	17.548713	379187.101
NC_000081.7	104073951	104073759.627	32.787998	589210.021
NC_000082.7	98008968	98008776.627	26.149195	442524.460
NC_000083.7	95294699	95294507.627	43.986362	723768.862
NC_000084.7	90720763	90720571.627	21.788545	341309.194
NC_000085.7	61420004	61419812.627	66.829052	708741.351
NC_000086.8	169476592	169476400.627	12.235010	358036.689
NT_165789.3	559103	558911.627	16.294579	1572.535
NC_000087.8	91455967	91455775.627	0.177188	2798.074
NT_187060.1	182347	182155.627	0.159703	5.023
NT_187061.1	259875	259683.627	0.000000	0.000
NT_187062.1	155838	155646.627	0.000000	0.000
NT_187063.1	158099	157907.627	0.000000	0.000
NT_166451.1	42057	41865.627	0.000000	0.000
NT_166462.1	31602	31410.627	12.944144	70.204
NT_166465.1	25871	25679.627	0.000000	0.000
NT_166466.1	23158	22966.627	200.106661	793.547
NT_166467.1	38659	38467.627	0.000000	0.000
NT_166469.1	35240	35048.627	0.000000	0.000
NT_166474.1	24668	24476.627	0.000000	0.000
NT_166476.1	23629	23437.627	0.247100	1.000
NT_166478.1	24323	24131.627	0.000000	0.000
NT_166443.1	22974	22782.627	0.000000	0.000
NT_166444.1	31704	31512.627	0.000000	0.000
NT_166480.1	21240	21048.627	0.000000	0.000
NT_166456.1	28664	28472.627	0.000000	0.000
NT_166471.1	24685	24493.627	0.000000	0.000
NT_166473.1	28772	28580.627	0.000000	0.000
NT_166454.1	26764	26572.627	10.215646	46.872
NT_166463.1	72385	72193.627	0.000000	0.000
NT_166450.1	47073	46881.627	0.000000	0.000
NT_166452.1	20208	20016.627	0.000000	0.000
NT_187064.1	114452	114260.627	203.323661	4011.423
NW_023337853.1	31129	30937.627	395.143971	2110.845
NC_005089.1	16299	16107.627	998171.150555	2776198.807
