Name	Length	EffectiveLength	TPM	NumReads
NC_000067.7	195154279	195154084.666	25.451838	1045068.059
NT_166280.1	169725	169530.666	0.029534	1.053
NT_166281.1	241735	241540.666	0.020610	1.047
NT_166282.1	153618	153423.666	0.000000	0.000
NT_162750.1	206961	206766.666	0.000000	0.000
NW_023337852.1	8412	8217.666	238.675294	412.671
NT_166338.1	40056	39861.666	0.000000	0.000
NC_000068.8	181755017	181754822.666	22.565779	862946.854
NC_000069.7	159745316	159745121.666	30.234930	1016212.072
NC_000070.7	156860686	156860491.666	32.406786	1069540.693
NT_187055.1	1976	1781.666	37.346846	14.000
NC_000071.7	151758149	151757954.666	34.595782	1104644.160
NT_187056.1	199368	199173.666	0.000000	0.000
NT_187057.1	205776	205581.666	0.000000	0.000
NT_187058.1	184189	183994.666	0.000000	0.000
NT_166438.1	195993	195798.666	0.000000	0.000
NT_187059.1	953012	952817.666	0.005005	1.003
NC_000072.7	149588044	149587849.666	24.228812	762563.862
NC_000073.7	144995196	144995001.666	34.480832	1051909.923
NT_166307.1	175968	175773.666	0.000000	0.000
NC_000074.7	130127694	130127499.666	22.110869	605372.496
NC_000075.7	124359700	124359505.666	42.222198	1104759.148
NC_000076.7	130530862	130530667.666	24.602424	675675.616
NC_000077.7	121973369	121973174.666	47.156043	1210178.587
NC_000078.7	120092757	120092562.666	20.985153	530244.335
NC_000079.7	120883175	120882980.666	16.642237	423276.973
NC_000080.7	125139656	125139461.666	13.976184	367985.484
NC_000081.7	104073951	104073756.666	27.329320	598436.166
NC_000082.7	98008968	98008773.666	19.734794	406954.013
NC_000083.7	95294699	95294504.666	32.854787	658740.397
NC_000084.7	90720763	90720568.666	16.527587	315473.573
NC_000085.7	61420004	61419809.666	50.536535	653072.973
NC_000086.8	169476592	169476397.666	9.264615	330357.671
NT_165789.3	559103	558908.666	13.464979	1583.413
NC_000087.8	91455967	91455772.666	0.004338	83.478
NT_187060.1	182347	182152.666	0.000000	0.000
NT_187061.1	259875	259680.666	0.000000	0.000
NT_187062.1	155838	155643.666	0.000000	0.000
NT_187063.1	158099	157904.666	0.000000	0.000
NT_166451.1	42057	41862.666	0.000000	0.000
NT_166462.1	31602	31407.666	12.040914	79.569
NT_166465.1	25871	25676.666	0.000000	0.000
NT_166466.1	23158	22963.666	29.520372	142.630
NT_166467.1	38659	38464.666	0.000000	0.000
NT_166469.1	35240	35045.666	0.000000	0.000
NT_166474.1	24668	24473.666	0.000000	0.000
NT_166476.1	23629	23434.666	0.202814	1.000
NT_166478.1	24323	24128.666	0.000000	0.000
NT_166443.1	22974	22779.666	0.000000	0.000
NT_166444.1	31704	31509.666	0.000000	0.000
NT_166480.1	21240	21045.666	0.000000	0.000
NT_166456.1	28664	28469.666	0.000000	0.000
NT_166471.1	24685	24490.666	0.000000	0.000
NT_166473.1	28772	28577.666	0.166687	1.002
NT_166454.1	26764	26569.666	0.902756	5.047
NT_166463.1	72385	72190.666	0.000000	0.000
NT_166450.1	47073	46878.666	0.000000	0.000
NT_166452.1	20208	20013.666	0.000000	0.000
NT_187064.1	114452	114257.666	180.546414	4340.322
NW_023337853.1	31129	30934.666	119.719628	779.217
NC_005089.1	16299	16104.666	998819.446304	3384437.491
