Name	Length	EffectiveLength	TPM	NumReads
NC_000067.7	195154279	195154084.977	25.048355	1098402.093
NT_166280.1	169725	169530.977	0.053546	2.040
NT_166281.1	241735	241540.977	0.000000	0.000
NT_166282.1	153618	153423.977	0.000000	0.000
NT_162750.1	206961	206766.977	0.000000	0.000
NW_023337852.1	8412	8217.977	511.720974	944.936
NT_166338.1	40056	39861.977	0.000000	0.000
NC_000068.8	181755017	181754822.977	27.517282	1123817.970
NC_000069.7	159745316	159745121.977	22.283167	799850.849
NC_000070.7	156860686	156860491.977	29.284251	1032172.263
NT_187055.1	1976	1781.977	39.958899	16.000
NC_000071.7	151758149	151757954.977	29.813709	1016651.162
NT_187056.1	199368	199173.977	0.000000	0.000
NT_187057.1	205776	205581.977	0.000000	0.000
NT_187058.1	184189	183994.977	0.000000	0.000
NT_166438.1	195993	195798.977	0.022773	1.002
NT_187059.1	953012	952817.977	0.000000	0.000
NC_000072.7	149588044	149587849.977	22.488566	755896.918
NC_000073.7	144995196	144995001.977	33.720807	1098640.196
NT_166307.1	175968	175773.977	0.000000	0.000
NC_000074.7	130127694	130127499.977	34.119172	997635.887
NC_000075.7	124359700	124359505.977	29.265559	817787.192
NC_000076.7	130530862	130530667.977	27.343489	801993.738
NC_000077.7	121973369	121973174.977	45.581760	1249280.350
NC_000078.7	120092757	120092562.977	15.784576	425945.003
NC_000079.7	120883175	120882980.977	16.859870	457956.113
NC_000080.7	125139656	125139461.977	15.505849	436007.879
NC_000081.7	104073951	104073756.977	23.881460	558478.677
NC_000082.7	98008968	98008773.977	18.855498	415247.898
NC_000083.7	95294699	95294504.977	30.030450	643034.372
NC_000084.7	90720763	90720568.977	16.686350	340150.884
NC_000085.7	61420004	61419809.977	39.155049	540381.817
NC_000086.8	169476592	169476397.977	10.483681	399233.997
NT_165789.3	559103	558908.977	11.928131	1498.021
NC_000087.8	91455967	91455772.977	0.031898	655.509
NT_187060.1	182347	182152.977	0.000000	0.000
NT_187061.1	259875	259680.977	0.000000	0.000
NT_187062.1	155838	155643.977	0.000000	0.000
NT_187063.1	158099	157904.977	0.000000	0.000
NT_166451.1	42057	41862.977	0.000000	0.000
NT_166462.1	31602	31407.977	20.103391	141.878
NT_166465.1	25871	25676.977	0.000000	0.000
NT_166466.1	23158	22963.977	525.547357	2711.836
NT_166467.1	38659	38464.977	0.000000	0.000
NT_166469.1	35240	35045.977	0.000000	0.000
NT_166474.1	24668	24473.977	0.000000	0.000
NT_166476.1	23629	23434.977	0.000000	0.000
NT_166478.1	24323	24128.977	0.000000	0.000
NT_166443.1	22974	22779.977	0.000000	0.000
NT_166444.1	31704	31509.977	0.000000	0.000
NT_166480.1	21240	21045.977	0.000000	0.000
NT_166456.1	28664	28469.977	0.000000	0.000
NT_166471.1	24685	24490.977	0.000000	0.000
NT_166473.1	28772	28577.977	0.000000	0.000
NT_166454.1	26764	26569.977	2.823456	16.857
NT_166463.1	72385	72190.977	0.000000	0.000
NT_166450.1	47073	46878.977	0.000000	0.000
NT_166452.1	20208	20013.977	0.000000	0.000
NT_187064.1	114452	114257.977	200.154226	5138.730
NW_023337853.1	31129	30934.977	461.848031	3210.357
NC_005089.1	16299	16104.977	997712.098418	3610520.575
