Name	Length	EffectiveLength	TPM	NumReads
NC_000067.7	195154279	195154081.759	21.666085	1135789.043
NT_166280.1	169725	169527.759	0.022442	1.022
NT_166281.1	241735	241537.759	0.000000	0.000
NT_166282.1	153618	153420.759	0.024761	1.020
NT_162750.1	206961	206763.759	0.000000	0.000
NW_023337852.1	8412	8214.759	213.553096	471.238
NT_166338.1	40056	39858.759	0.000000	0.000
NC_000068.8	181755017	181754819.759	19.787994	966111.595
NC_000069.7	159745316	159745118.759	23.311559	1000318.984
NC_000070.7	156860686	156860488.759	25.108749	1057981.903
NT_187055.1	1976	1778.759	29.300250	14.000
NC_000071.7	151758149	151757951.759	27.360342	1115353.590
NT_187056.1	199368	199170.759	0.018997	1.016
NT_187057.1	205776	205578.759	0.000000	0.000
NT_187058.1	184189	183991.759	0.000000	0.000
NT_166438.1	195993	195795.759	0.000000	0.000
NT_187059.1	953012	952814.759	0.000000	0.000
NC_000072.7	149588044	149587846.759	20.498892	823694.752
NC_000073.7	144995196	144994998.759	28.636017	1115334.743
NT_166307.1	175968	175770.759	0.000000	0.000
NC_000074.7	130127694	130127496.759	22.723795	794309.098
NC_000075.7	124359700	124359502.759	32.821110	1096407.100
NC_000076.7	130530862	130530664.759	22.216531	778983.732
NC_000077.7	121973369	121973171.759	39.921989	1308025.114
NC_000078.7	120092757	120092559.759	15.140845	488433.912
NC_000079.7	120883175	120882977.759	14.414356	468058.329
NC_000080.7	125139656	125139458.759	12.488171	419790.604
NC_000081.7	104073951	104073753.759	22.418269	626733.469
NC_000082.7	98008968	98008770.759	14.774156	388962.028
NC_000083.7	95294699	95294501.759	27.919905	714696.033
NC_000084.7	90720763	90720565.759	13.883053	338322.055
NC_000085.7	61420004	61419806.759	40.778722	672793.282
NC_000086.8	169476592	169476394.759	9.017886	410538.179
NT_165789.3	559103	558905.759	12.141147	1822.795
NC_000087.8	91455967	91455769.759	0.030315	744.745
NT_187060.1	182347	182149.759	0.000000	0.000
NT_187061.1	259875	259677.759	0.000000	0.000
NT_187062.1	155838	155640.759	0.000000	0.000
NT_187063.1	158099	157901.759	0.000000	0.000
NT_166451.1	42057	41859.759	0.266800	3.000
NT_166462.1	31602	31404.759	14.948130	126.102
NT_166465.1	25871	25673.759	0.000000	0.000
NT_166466.1	23158	22960.759	481.157296	2967.652
NT_166467.1	38659	38461.759	0.290371	3.000
NT_166469.1	35240	35042.759	0.000000	0.000
NT_166474.1	24668	24470.759	0.000000	0.000
NT_166476.1	23629	23431.759	0.158875	1.000
NT_166478.1	24323	24125.759	0.000000	0.000
NT_166443.1	22974	22776.759	0.000000	0.000
NT_166444.1	31704	31506.759	0.000000	0.000
NT_166480.1	21240	21042.759	0.000000	0.000
NT_166456.1	28664	28466.759	0.000000	0.000
NT_166471.1	24685	24487.759	0.000000	0.000
NT_166473.1	28772	28574.759	0.000000	0.000
NT_166454.1	26764	26566.759	6.330485	45.177
NT_166463.1	72385	72187.759	0.000000	0.000
NT_166450.1	47073	46875.759	0.000000	0.000
NT_166452.1	20208	20010.759	0.000000	0.000
NT_187064.1	114452	114254.759	155.976812	4787.116
NW_023337853.1	31129	30931.759	353.545852	2937.582
NC_005089.1	16299	16101.759	998277.345944	4317815.990
