Name	Length	EffectiveLength	TPM	NumReads
NC_000067.7	195154279	195154086.598	23.612819	1081900.442
NT_166280.1	169725	169532.598	0.000000	0.000
NT_166281.1	241735	241542.598	0.000000	0.000
NT_166282.1	153618	153425.598	0.028176	1.015
NT_162750.1	206961	206768.598	0.020848	1.012
NW_023337852.1	8412	8219.598	635.374775	1226.146
NT_166338.1	40056	39863.598	0.000000	0.000
NC_000068.8	181755017	181754824.598	26.442726	1128376.359
NC_000069.7	159745316	159745123.598	20.558284	771038.903
NC_000070.7	156860686	156860493.598	27.193287	1001468.023
NT_187055.1	1976	1783.598	81.193288	34.000
NC_000071.7	151758149	151757956.598	28.193759	1004537.752
NT_187056.1	199368	199175.598	0.000000	0.000
NT_187057.1	205776	205583.598	0.000000	0.000
NT_187058.1	184189	183996.598	0.000000	0.000
NT_166438.1	195993	195800.598	0.000000	0.000
NT_187059.1	953012	952819.598	0.000000	0.000
NC_000072.7	149588044	149587851.598	19.386416	680856.608
NC_000073.7	144995196	144995003.598	32.111633	1093143.664
NT_166307.1	175968	175775.598	0.000000	0.000
NC_000074.7	130127694	130127501.598	35.662228	1089530.454
NC_000075.7	124359700	124359507.598	28.364862	828173.785
NC_000076.7	130530862	130530669.598	27.929287	855922.068
NC_000077.7	121973369	121973176.598	44.281713	1268091.404
NC_000078.7	120092757	120092564.598	14.846955	418615.510
NC_000079.7	120883175	120882982.598	16.260216	461480.439
NC_000080.7	125139656	125139463.598	15.689848	460972.296
NC_000081.7	104073951	104073758.598	23.860611	583021.551
NC_000082.7	98008968	98008775.598	17.135529	394297.750
NC_000083.7	95294699	95294506.598	29.162974	652471.409
NC_000084.7	90720763	90720570.598	16.011290	341031.045
NC_000085.7	61420004	61419811.598	36.518701	526605.767
NC_000086.8	169476592	169476399.598	10.227376	406944.556
NT_165789.3	559103	558910.598	11.896776	1561.110
NC_000087.8	91455967	91455774.598	0.047350	1016.703
NT_187060.1	182347	182154.598	0.000000	0.000
NT_187061.1	259875	259682.598	0.000000	0.000
NT_187062.1	155838	155645.598	0.000000	0.000
NT_187063.1	158099	157906.598	0.000000	0.000
NT_166451.1	42057	41864.598	0.101740	1.000
NT_166462.1	31602	31409.598	16.626771	122.612
NT_166465.1	25871	25678.598	0.000000	0.000
NT_166466.1	23158	22965.598	574.659865	3098.492
NT_166467.1	38659	38466.598	0.000000	0.000
NT_166469.1	35240	35047.598	0.000000	0.000
NT_166474.1	24668	24475.598	0.174022	1.000
NT_166476.1	23629	23436.598	0.181738	1.000
NT_166478.1	24323	24130.598	0.000000	0.000
NT_166443.1	22974	22781.598	0.000000	0.000
NT_166444.1	31704	31511.598	0.000000	0.000
NT_166480.1	21240	21047.598	0.000000	0.000
NT_166456.1	28664	28471.598	0.000000	0.000
NT_166471.1	24685	24492.598	0.000000	0.000
NT_166473.1	28772	28579.598	0.000000	0.000
NT_166454.1	26764	26571.598	6.058557	37.796
NT_166463.1	72385	72192.598	0.000000	0.000
NT_166450.1	47073	46880.598	0.000000	0.000
NT_166452.1	20208	20015.598	0.000000	0.000
NT_187064.1	114452	114259.598	211.490859	5673.435
NW_023337853.1	31129	30936.598	139.301774	1011.791
NC_005089.1	16299	16106.598	997829.392947	3773305.103
