Name	Length	EffectiveLength	TPM	NumReads
NC_000067.7	195154279	195154084.706	24.424164	982134.131
NT_166280.1	169725	169530.706	0.000000	0.000
NT_166281.1	241735	241540.706	0.051172	2.547
NT_166282.1	153618	153423.706	0.033043	1.045
NT_162750.1	206961	206766.706	0.024193	1.031
NW_023337852.1	8412	8217.706	229.708604	388.957
NT_166338.1	40056	39861.706	0.000000	0.000
NC_000068.8	181755017	181754822.706	23.204404	869020.053
NC_000069.7	159745316	159745121.706	26.097787	859022.880
NC_000070.7	156860686	156860491.706	24.358905	787308.191
NT_187055.1	1976	1781.706	38.134552	14.000
NC_000071.7	151758149	151757954.706	30.281803	946905.493
NT_187056.1	199368	199173.706	0.051459	2.112
NT_187057.1	205776	205581.706	0.000000	0.000
NT_187058.1	184189	183994.706	0.000000	0.000
NT_166438.1	195993	195798.706	0.000000	0.000
NT_187059.1	953012	952817.706	0.000000	0.000
NC_000072.7	149588044	149587849.706	19.656343	605860.276
NC_000073.7	144995196	144995001.706	30.807521	920414.009
NT_166307.1	175968	175773.706	0.000000	0.000
NC_000074.7	130127694	130127499.706	19.602035	525585.878
NC_000075.7	124359700	124359505.706	38.814508	994595.555
NC_000076.7	130530862	130530667.706	21.876987	588401.146
NC_000077.7	121973369	121973174.706	42.864013	1077284.967
NC_000078.7	120092757	120092562.706	17.425503	431196.157
NC_000079.7	120883175	120882980.706	14.429206	359402.442
NC_000080.7	125139656	125139461.706	12.666530	326606.916
NC_000081.7	104073951	104073756.706	24.407968	523415.162
NC_000082.7	98008968	98008773.706	15.520164	313425.765
NC_000083.7	95294699	95294504.706	29.318097	575674.603
NC_000084.7	90720763	90720568.706	14.600699	272930.986
NC_000085.7	61420004	61419809.706	45.223167	572325.217
NC_000086.8	169476592	169476397.706	8.462572	295518.755
NT_165789.3	559103	558908.706	13.953857	1606.973
NC_000087.8	91455967	91455772.706	0.005887	110.939
NT_187060.1	182347	182152.706	0.000000	0.000
NT_187061.1	259875	259680.706	0.000000	0.000
NT_187062.1	155838	155643.706	0.000000	0.000
NT_187063.1	158099	157904.706	0.000000	0.000
NT_166451.1	42057	41862.706	0.000000	0.000
NT_166462.1	31602	31407.706	14.581058	94.362
NT_166465.1	25871	25676.706	0.000000	0.000
NT_166466.1	23158	22963.706	57.627135	272.673
NT_166467.1	38659	38464.706	0.126172	1.000
NT_166469.1	35240	35045.706	0.000000	0.000
NT_166474.1	24668	24473.706	0.199057	1.004
NT_166476.1	23629	23434.706	4.638364	22.397
NT_166478.1	24323	24128.706	0.000000	0.000
NT_166443.1	22974	22779.706	0.000000	0.000
NT_166444.1	31704	31509.706	0.000000	0.000
NT_166480.1	21240	21045.706	0.230685	1.000
NT_166456.1	28664	28469.706	0.000000	0.000
NT_166471.1	24685	24490.706	0.000000	0.000
NT_166473.1	28772	28577.706	1.528647	9.001
NT_166454.1	26764	26569.706	2.616469	14.324
NT_166463.1	72385	72190.706	0.000000	0.000
NT_166450.1	47073	46878.706	0.000000	0.000
NT_166452.1	20208	20013.706	0.000000	0.000
NT_187064.1	114452	114257.706	201.300131	4739.178
NW_023337853.1	31129	30934.706	141.206749	900.067
NC_005089.1	16299	16104.706	998809.940391	3314431.807
