Name	Length	EffectiveLength	TPM	NumReads
NC_000067.7	195154279	195154083.075	18.199175	906696.268
NT_166280.1	169725	169529.075	0.440253	19.054
NT_166281.1	241735	241539.075	0.063051	3.888
NT_166282.1	153618	153422.075	0.036168	1.417
NT_162750.1	206961	206765.075	0.108039	5.703
NW_023337852.1	8412	8216.075	230.293917	483.036
NT_166338.1	40056	39860.075	0.098332	1.001
NC_000068.8	181755017	181754821.075	23.010178	1067673.324
NC_000069.7	159745316	159745120.075	27.291582	1112983.678
NC_000070.7	156860686	156860490.075	21.515006	861563.927
NT_187055.1	1976	1780.075	44.010789	20.000
NC_000071.7	151758149	151757953.075	27.302588	1057761.475
NT_187056.1	199368	199172.075	0.000000	0.000
NT_187057.1	205776	205580.075	0.000000	0.000
NT_187058.1	184189	183993.075	0.000000	0.000
NT_166438.1	195993	195797.075	0.000000	0.000
NT_187059.1	953012	952816.075	0.000000	0.000
NC_000072.7	149588044	149587848.075	18.677458	713257.860
NC_000073.7	144995196	144995000.075	42.864042	1586640.833
NT_166307.1	175968	175772.075	0.000000	0.000
NC_000074.7	130127694	130127498.075	19.545563	649306.473
NC_000075.7	124359700	124359504.075	21.905601	695451.156
NC_000076.7	130530862	130530666.075	21.003443	699899.244
NC_000077.7	121973369	121973173.075	43.617791	1358189.794
NC_000078.7	120092757	120092561.075	14.047740	430680.348
NC_000079.7	120883175	120882979.075	15.700080	484506.386
NC_000080.7	125139656	125139460.075	12.823963	409683.997
NC_000081.7	104073951	104073755.075	21.613183	574238.679
NC_000082.7	98008968	98008772.075	16.588247	415047.622
NC_000083.7	95294699	95294503.075	26.642487	648149.358
NC_000084.7	90720763	90720567.075	14.526194	336426.409
NC_000085.7	61420004	61419808.075	33.184130	520321.018
NC_000086.8	169476592	169476396.075	7.888378	341294.589
NT_165789.3	559103	558907.075	6.228882	888.755
NC_000087.8	91455967	91455771.075	0.202326	4723.850
NT_187060.1	182347	182151.075	0.000000	0.000
NT_187061.1	259875	259679.075	0.000000	0.000
NT_187062.1	155838	155642.075	0.000000	0.000
NT_187063.1	158099	157903.075	0.000000	0.000
NT_166451.1	42057	41861.075	0.000000	0.000
NT_166462.1	31602	31406.075	20.795925	166.734
NT_166465.1	25871	25675.075	0.000000	0.000
NT_166466.1	23158	22962.075	416.400256	2440.926
NT_166467.1	38659	38463.075	0.000000	0.000
NT_166469.1	35240	35044.075	0.000000	0.000
NT_166474.1	24668	24472.075	0.000000	0.000
NT_166476.1	23629	23433.075	0.000000	0.000
NT_166478.1	24323	24127.075	0.000000	0.000
NT_166443.1	22974	22778.075	0.000000	0.000
NT_166444.1	31704	31508.075	0.000000	0.000
NT_166480.1	21240	21044.075	0.000000	0.000
NT_166456.1	28664	28468.075	0.625533	4.546
NT_166471.1	24685	24489.075	0.000000	0.000
NT_166473.1	28772	28576.075	0.000000	0.000
NT_166454.1	26764	26568.075	16.419819	111.368
NT_166463.1	72385	72189.075	0.000000	0.000
NT_166450.1	47073	46877.075	0.000000	0.000
NT_166452.1	20208	20012.075	0.000000	0.000
NT_187064.1	114452	114256.075	140.417821	4095.755
NW_023337853.1	31129	30933.075	213.487095	1685.882
NC_005089.1	16299	16103.075	998462.424965	4104620.649
