Name	Length	EffectiveLength	TPM	NumReads
NC_000067.7	195154279	195154085.500	20.189340	1148964.377
NT_166280.1	169725	169531.500	0.000000	0.000
NT_166281.1	241735	241541.500	0.029135	2.052
NT_166282.1	153618	153424.500	0.000000	0.000
NT_162750.1	206961	206767.500	0.000000	0.000
NW_023337852.1	8412	8218.500	195.544360	468.646
NT_166338.1	40056	39862.500	0.000000	0.000
NC_000068.8	181755017	181754823.500	19.779253	1048341.110
NC_000069.7	159745316	159745122.500	18.809203	876203.118
NC_000070.7	156860686	156860492.500	21.048062	962792.006
NT_187055.1	1976	1782.500	44.247770	23.000
NC_000071.7	151758149	151757955.500	23.901707	1057760.098
NT_187056.1	199368	199174.500	0.000000	0.000
NT_187057.1	205776	205582.500	0.014682	0.880
NT_187058.1	184189	183995.500	0.000000	0.000
NT_166438.1	195993	195799.500	0.000000	0.000
NT_187059.1	953012	952818.500	0.007581	2.106
NC_000072.7	149588044	149587850.500	16.585174	723474.363
NC_000073.7	144995196	144995002.500	26.609709	1125122.884
NT_166307.1	175968	175774.500	0.000000	0.000
NC_000074.7	130127694	130127500.500	23.993694	910485.437
NC_000075.7	124359700	124359506.500	27.637867	1002282.845
NC_000076.7	130530862	130530668.500	22.030567	838581.019
NC_000077.7	121973369	121973175.500	37.229860	1324227.274
NC_000078.7	120092757	120092563.500	12.893358	451532.442
NC_000079.7	120883175	120882981.500	12.765813	450008.219
NC_000080.7	125139656	125139462.500	11.561340	421899.721
NC_000081.7	104073951	104073757.500	20.196647	612953.189
NC_000082.7	98008968	98008774.500	13.321676	380741.840
NC_000083.7	95294699	95294505.500	25.533146	709543.438
NC_000084.7	90720763	90720569.500	12.475399	330040.329
NC_000085.7	61420004	61419810.500	35.284476	631973.607
NC_000086.8	169476592	169476398.500	7.800080	385491.729
NT_165789.3	559103	558909.500	9.844920	1604.577
NC_000087.8	91455967	91455773.500	0.025817	688.534
NT_187060.1	182347	182153.500	0.000000	0.000
NT_187061.1	259875	259681.500	0.000000	0.000
NT_187062.1	155838	155644.500	0.000000	0.000
NT_187063.1	158099	157905.500	0.000000	0.000
NT_166451.1	42057	41863.500	0.082023	1.001
NT_166462.1	31602	31408.500	11.524986	105.559
NT_166465.1	25871	25677.500	0.000000	0.000
NT_166466.1	23158	22964.500	484.798101	3246.570
NT_166467.1	38659	38465.500	0.000000	0.000
NT_166469.1	35240	35046.500	0.000000	0.000
NT_166474.1	24668	24474.500	0.000000	0.000
NT_166476.1	23629	23435.500	0.000000	0.000
NT_166478.1	24323	24129.500	0.000000	0.000
NT_166443.1	22974	22780.500	0.000000	0.000
NT_166444.1	31704	31510.500	0.000000	0.000
NT_166480.1	21240	21046.500	0.162936	1.000
NT_166456.1	28664	28470.500	0.000000	0.000
NT_166471.1	24685	24491.500	0.000000	0.000
NT_166473.1	28772	28578.500	0.119992	1.000
NT_166454.1	26764	26570.500	6.807476	52.746
NT_166463.1	72385	72191.500	0.000000	0.000
NT_166450.1	47073	46879.500	0.000000	0.000
NT_166452.1	20208	20014.500	0.000000	0.000
NT_187064.1	114452	114258.500	142.609454	4751.641
NW_023337853.1	31129	30935.500	261.643098	2360.333
NC_005089.1	16299	16105.500	998432.891295	4689212.310
