Name	Length	EffectiveLength	TPM	NumReads
NC_000067.7	195154279	195154091.111	25.531505	1042414.225
NT_166280.1	169725	169537.111	0.000000	0.000
NT_166281.1	241735	241547.111	0.020557	1.039
NT_166282.1	153618	153430.111	0.000000	0.000
NT_162750.1	206961	206773.111	0.024015	1.039
NW_023337852.1	8412	8224.111	208.642948	358.987
NT_166338.1	40056	39868.111	0.000000	0.000
NC_000068.8	181755017	181754829.111	23.487840	893131.282
NC_000069.7	159745316	159745128.111	29.997476	1002532.810
NC_000070.7	156860686	156860498.111	30.592470	1003955.325
NT_187055.1	1976	1788.111	56.135638	21.000
NC_000071.7	151758149	151757961.111	33.222029	1054784.871
NT_187056.1	199368	199180.111	0.000000	0.000
NT_187057.1	205776	205588.111	0.000000	0.000
NT_187058.1	184189	184001.111	0.000000	0.000
NT_166438.1	195993	195805.111	0.000000	0.000
NT_187059.1	953012	952824.111	0.000000	0.000
NC_000072.7	149588044	149587856.111	23.837463	746006.537
NC_000073.7	144995196	144995008.111	34.766526	1054631.160
NT_166307.1	175968	175780.111	0.000000	0.000
NC_000074.7	130127694	130127506.111	22.699013	617962.813
NC_000075.7	124359700	124359512.111	50.740308	1320135.056
NC_000076.7	130530862	130530674.111	25.825113	705246.698
NC_000077.7	121973369	121973181.111	48.706953	1242915.393
NC_000078.7	120092757	120092569.111	19.496421	489843.417
NC_000079.7	120883175	120882987.111	17.211555	435282.835
NC_000080.7	125139656	125139468.111	14.588267	381930.440
NC_000081.7	104073951	104073763.111	30.483118	663723.052
NC_000082.7	98008968	98008780.111	18.913718	387818.176
NC_000083.7	95294699	95294511.111	34.018086	678209.734
NC_000084.7	90720763	90720575.111	16.441192	312050.839
NC_000085.7	61420004	61419816.111	52.928483	680117.910
NC_000086.8	169476592	169476404.111	9.639717	341790.351
NT_165789.3	559103	558915.111	13.608234	1591.233
NC_000087.8	91455967	91455779.111	0.151088	2890.858
NT_187060.1	182347	182159.111	0.186813	7.119
NT_187061.1	259875	259687.111	0.000000	0.000
NT_187062.1	155838	155650.111	0.000000	0.000
NT_187063.1	158099	157911.111	0.000000	0.000
NT_166451.1	42057	41869.111	0.114162	1.000
NT_166462.1	31602	31414.111	17.500604	115.018
NT_166465.1	25871	25683.111	0.000000	0.000
NT_166466.1	23158	22970.111	112.182872	539.108
NT_166467.1	38659	38471.111	0.000000	0.000
NT_166469.1	35240	35052.111	0.000000	0.000
NT_166474.1	24668	24480.111	0.000000	0.000
NT_166476.1	23629	23441.111	0.000000	0.000
NT_166478.1	24323	24135.111	0.000000	0.000
NT_166443.1	22974	22786.111	0.000000	0.000
NT_166444.1	31704	31516.111	0.000000	0.000
NT_166480.1	21240	21052.111	0.000000	0.000
NT_166456.1	28664	28476.111	0.000000	0.000
NT_166471.1	24685	24497.111	0.000000	0.000
NT_166473.1	28772	28584.111	0.000000	0.000
NT_166454.1	26764	26576.111	7.064294	39.278
NT_166463.1	72385	72197.111	0.000000	0.000
NT_166450.1	47073	46885.111	0.000000	0.000
NT_166452.1	20208	20020.111	0.000000	0.000
NT_187064.1	114452	114264.111	235.146610	5621.275
NW_023337853.1	31129	30941.111	217.132524	1405.552
NC_005089.1	16299	16111.111	998568.962390	3365811.569
