Name	Length	EffectiveLength	TPM	NumReads
NC_000067.7	195154279	195154093.558	18.113710	950478.342
NT_166280.1	169725	169539.558	0.022382	1.020
NT_166281.1	241735	241549.558	0.038277	2.486
NT_166282.1	153618	153432.558	0.000000	0.000
NT_162750.1	206961	206775.558	0.000000	0.000
NW_023337852.1	8412	8226.558	396.214078	876.406
NT_166338.1	40056	39870.558	0.093509	1.002
NC_000068.8	181755017	181754831.558	20.303238	992221.034
NC_000069.7	159745316	159745130.558	25.540556	1097021.465
NC_000070.7	156860686	156860500.558	20.420590	861269.420
NT_187055.1	1976	1790.558	93.468891	45.000
NC_000071.7	151758149	151757963.558	25.462125	1038970.660
NT_187056.1	199368	199182.558	0.000000	0.000
NT_187057.1	205776	205590.558	0.000000	0.000
NT_187058.1	184189	184003.558	0.000000	0.000
NT_166438.1	195993	195807.558	0.000000	0.000
NT_187059.1	953012	952826.558	0.003922	1.005
NC_000072.7	149588044	149587858.558	17.223650	692753.441
NC_000073.7	144995196	144995010.558	37.451127	1460074.787
NT_166307.1	175968	175782.558	0.000000	0.000
NC_000074.7	130127694	130127508.558	18.857406	659793.767
NC_000075.7	124359700	124359514.558	21.634989	723423.896
NC_000076.7	130530862	130530676.558	19.472062	683410.547
NC_000077.7	121973369	121973183.558	40.487671	1327835.588
NC_000078.7	120092757	120092571.558	13.527646	436812.970
NC_000079.7	120883175	120882989.558	15.791466	513268.699
NC_000080.7	125139656	125139470.558	12.881674	433434.793
NC_000081.7	104073951	104073765.558	21.687931	606899.172
NC_000082.7	98008968	98008782.558	16.815720	443136.601
NC_000083.7	95294699	95294513.558	25.992227	665991.281
NC_000084.7	90720763	90720577.558	14.214053	346721.587
NC_000085.7	61420004	61419818.558	34.880930	576041.455
NC_000086.8	169476592	169476406.558	7.378535	336230.050
NT_165789.3	559103	558917.558	6.958272	1045.698
NC_000087.8	91455967	91455781.558	0.234338	5762.494
NT_187060.1	182347	182161.558	0.000000	0.000
NT_187061.1	259875	259689.558	0.000000	0.000
NT_187062.1	155838	155652.558	0.000000	0.000
NT_187063.1	158099	157913.558	0.000000	0.000
NT_166451.1	42057	41871.558	0.000000	0.000
NT_166462.1	31602	31416.558	16.268647	137.425
NT_166465.1	25871	25685.558	0.000000	0.000
NT_166466.1	23158	22972.558	233.448023	1441.972
NT_166467.1	38659	38473.558	0.000000	0.000
NT_166469.1	35240	35054.558	0.106881	1.007
NT_166474.1	24668	24482.558	0.000000	0.000
NT_166476.1	23629	23443.558	0.317285	2.000
NT_166478.1	24323	24137.558	0.000000	0.000
NT_166443.1	22974	22788.558	0.000000	0.000
NT_166444.1	31704	31518.558	0.000000	0.000
NT_166480.1	21240	21054.558	0.000000	0.000
NT_166456.1	28664	28478.558	0.000000	0.000
NT_166471.1	24685	24499.558	0.000000	0.000
NT_166473.1	28772	28586.558	0.000000	0.000
NT_166454.1	26764	26578.558	11.020647	78.758
NT_166463.1	72385	72199.558	0.000000	0.000
NT_166450.1	47073	46887.558	0.000000	0.000
NT_166452.1	20208	20022.558	0.000000	0.000
NT_187064.1	114452	114266.558	282.579704	8681.950
NW_023337853.1	31129	30943.558	162.642951	1353.202
NC_005089.1	16299	16113.558	998368.444888	4325531.018
