Name	Length	EffectiveLength	TPM	NumReads
NC_000067.7	195154279	195154078.931	19.310220	1143067.853
NT_166280.1	169725	169524.931	0.064269	3.305
NT_166281.1	241735	241534.931	0.000000	0.000
NT_166282.1	153618	153417.931	0.000000	0.000
NT_162750.1	206961	206760.931	0.000000	0.000
NW_023337852.1	8412	8211.931	238.045128	592.941
NT_166338.1	40056	39855.931	0.000000	0.000
NC_000068.8	181755017	181754816.931	18.889325	1041380.685
NC_000069.7	159745316	159745115.931	22.037114	1067798.894
NC_000070.7	156860686	156860485.931	20.536815	977133.272
NT_187055.1	1976	1775.931	44.553096	24.000
NC_000071.7	151758149	151757948.931	25.872138	1190942.844
NT_187056.1	199368	199167.931	0.079223	4.786
NT_187057.1	205776	205575.931	0.000000	0.000
NT_187058.1	184189	183988.931	0.000000	0.000
NT_166438.1	195993	195792.931	0.000000	0.000
NT_187059.1	953012	952811.931	0.006994	2.021
NC_000072.7	149588044	149587843.931	17.286639	784357.461
NC_000073.7	144995196	144994995.931	25.602421	1126007.306
NT_166307.1	175968	175767.931	0.000000	0.000
NC_000074.7	130127694	130127493.931	16.347576	645252.319
NC_000075.7	124359700	124359499.931	35.154948	1326088.724
NC_000076.7	130530862	130530661.931	18.508662	732815.634
NC_000077.7	121973369	121973168.931	36.411314	1347124.730
NC_000078.7	120092757	120092556.931	15.106868	550297.696
NC_000079.7	120883175	120882974.931	12.371164	453610.249
NC_000080.7	125139656	125139455.931	10.956466	415883.696
NC_000081.7	104073951	104073750.931	22.040926	695790.012
NC_000082.7	98008968	98008767.931	12.837258	381631.617
NC_000083.7	95294699	95294498.931	26.325978	760955.926
NC_000084.7	90720763	90720562.931	12.482295	343484.644
NC_000085.7	61420004	61419803.931	38.002544	707991.830
NC_000086.8	169476592	169476391.931	7.232678	371805.208
NT_165789.3	559103	558902.931	12.714789	2155.523
NC_000087.8	91455967	91455766.931	0.005389	149.481
NT_187060.1	182347	182146.931	0.000000	0.000
NT_187061.1	259875	259674.931	0.000000	0.000
NT_187062.1	155838	155637.931	0.000000	0.000
NT_187063.1	158099	157898.931	0.000000	0.000
NT_166451.1	42057	41856.931	0.000000	0.000
NT_166462.1	31602	31401.931	12.117265	115.417
NT_166465.1	25871	25670.931	0.000000	0.000
NT_166466.1	23158	22957.931	60.488036	421.220
NT_166467.1	38659	38458.931	0.000000	0.000
NT_166469.1	35240	35039.931	0.000000	0.000
NT_166474.1	24668	24467.931	0.000000	0.000
NT_166476.1	23629	23428.931	0.000000	0.000
NT_166478.1	24323	24122.931	0.000000	0.000
NT_166443.1	22974	22773.931	0.000000	0.000
NT_166444.1	31704	31503.931	0.000000	0.000
NT_166480.1	21240	21039.931	0.000000	0.000
NT_166456.1	28664	28463.931	0.000000	0.000
NT_166471.1	24685	24484.931	0.000000	0.000
NT_166473.1	28772	28571.931	0.115387	1.000
NT_166454.1	26764	26563.931	5.270929	42.470
NT_166463.1	72385	72184.931	0.000000	0.000
NT_166450.1	47073	46872.931	0.000000	0.000
NT_166452.1	20208	20007.931	0.000000	0.000
NT_187064.1	114452	114251.931	184.503505	6394.040
NW_023337853.1	31129	30928.931	235.771099	2211.885
NC_005089.1	16299	16098.931	998792.951544	4877302.310
