Name	Length	EffectiveLength	TPM	NumReads
NC_000067.7	195154279	195154088.057	25.723159	1035767.848
NT_166280.1	169725	169534.057	0.000000	0.000
NT_166281.1	241735	241544.057	0.096171	4.793
NT_166282.1	153618	153427.057	0.041587	1.316
NT_162750.1	206961	206770.057	0.000000	0.000
NW_023337852.1	8412	8221.057	249.468383	423.159
NT_166338.1	40056	39865.057	0.000000	0.000
NC_000068.8	181755017	181754826.057	23.539356	882756.640
NC_000069.7	159745316	159745125.057	30.582545	1008002.735
NC_000070.7	156860686	156860495.057	29.978603	970254.021
NT_187055.1	1976	1785.057	40.726658	15.000
NC_000071.7	151758149	151757958.057	33.443212	1047176.586
NT_187056.1	199368	199177.057	0.000000	0.000
NT_187057.1	205776	205585.057	0.000000	0.000
NT_187058.1	184189	183998.057	0.000000	0.000
NT_166438.1	195993	195802.057	0.000000	0.000
NT_187059.1	953012	952821.057	0.017768	3.493
NC_000072.7	149588044	149587853.057	26.615996	821484.787
NC_000073.7	144995196	144995005.057	38.130513	1140738.676
NT_166307.1	175968	175777.057	0.000000	0.000
NC_000074.7	130127694	130127503.057	23.220418	623447.102
NC_000075.7	124359700	124359509.057	38.228642	980908.151
NC_000076.7	130530862	130530671.057	25.595389	689342.049
NC_000077.7	121973369	121973178.057	48.436366	1218979.399
NC_000078.7	120092757	120092566.057	19.036366	471694.322
NC_000079.7	120883175	120882984.057	16.808027	419220.373
NC_000080.7	125139656	125139465.057	13.994472	361336.055
NC_000081.7	104073951	104073760.057	25.385974	545124.318
NC_000082.7	98008968	98008777.057	20.244798	409391.569
NC_000083.7	95294699	95294508.057	32.297396	635032.354
NC_000084.7	90720763	90720572.057	16.302988	305164.107
NC_000085.7	61420004	61419813.057	52.860503	669884.997
NC_000086.8	169476592	169476401.057	9.328670	326204.132
NT_165789.3	559103	558912.057	10.076255	1161.992
NC_000087.8	91455967	91455776.057	0.120858	2280.589
NT_187060.1	182347	182156.057	0.187261	7.038
NT_187061.1	259875	259684.057	0.000000	0.000
NT_187062.1	155838	155647.057	0.179848	5.776
NT_187063.1	158099	157908.057	0.188555	6.143
NT_166451.1	42057	41866.057	0.347295	3.000
NT_166462.1	31602	31411.057	14.864913	96.340
NT_166465.1	25871	25680.057	0.000000	0.000
NT_166466.1	23158	22967.057	144.211854	683.387
NT_166467.1	38659	38468.057	0.756121	6.001
NT_166469.1	35240	35049.057	0.000000	0.000
NT_166474.1	24668	24477.057	0.396014	2.000
NT_166476.1	23629	23438.057	0.733448	3.547
NT_166478.1	24323	24132.057	0.000000	0.000
NT_166443.1	22974	22783.057	0.000000	0.000
NT_166444.1	31704	31513.057	0.000000	0.000
NT_166480.1	21240	21049.057	0.460664	2.001
NT_166456.1	28664	28473.057	0.174819	1.027
NT_166471.1	24685	24494.057	0.000000	0.000
NT_166473.1	28772	28581.057	0.678484	4.001
NT_166454.1	26764	26573.057	3.897521	21.369
NT_166463.1	72385	72194.057	0.000000	0.000
NT_166450.1	47073	46882.057	0.000000	0.000
NT_166452.1	20208	20017.057	0.000000	0.000
NT_187064.1	114452	114261.057	159.338564	3756.467
NW_023337853.1	31129	30938.057	188.072938	1200.549
NC_005089.1	16299	16108.057	998635.210627	3319024.791
