Name	Length	EffectiveLength	TPM	NumReads
NC_000067.7	195154279	195154075.451	22.757710	1051770.395
NT_166280.1	169725	169521.451	0.000000	0.000
NT_166281.1	241735	241531.451	0.020132	1.152
NT_166282.1	153618	153414.451	0.056651	2.058
NT_162750.1	206961	206757.451	0.000000	0.000
NW_023337852.1	8412	8208.451	637.216661	1238.691
NT_166338.1	40056	39852.451	0.000000	0.000
NC_000068.8	181755017	181754813.451	22.546619	970469.951
NC_000069.7	159745316	159745112.451	23.155086	875968.994
NC_000070.7	156860686	156860482.451	28.450660	1056867.749
NT_187055.1	1976	1772.451	42.882837	18.000
NC_000071.7	151758149	151757945.451	28.784277	1034478.626
NT_187056.1	199368	199164.451	0.000000	0.000
NT_187057.1	205776	205572.451	0.000000	0.000
NT_187058.1	184189	183985.451	0.000000	0.000
NT_166438.1	195993	195789.451	0.000000	0.000
NT_187059.1	953012	952808.451	0.000000	0.000
NC_000072.7	149588044	149587840.451	20.259091	717680.264
NC_000073.7	144995196	144994992.451	33.628338	1154710.628
NT_166307.1	175968	175764.451	0.000000	0.000
NC_000074.7	130127694	130127490.451	28.103624	866056.322
NC_000075.7	124359700	124359496.451	29.923964	881277.799
NC_000076.7	130530862	130530658.451	25.480323	787648.073
NC_000077.7	121973369	121973165.451	42.749294	1234832.341
NC_000078.7	120092757	120092553.451	15.700802	446532.074
NC_000079.7	120883175	120882971.451	16.234207	464740.967
NC_000080.7	125139656	125139452.451	14.183189	420322.743
NC_000081.7	104073951	104073747.451	23.907792	589244.327
NC_000082.7	98008968	98008764.451	16.948825	393386.338
NC_000083.7	95294699	95294495.451	28.353851	639874.243
NC_000084.7	90720763	90720559.451	15.744613	338261.418
NC_000085.7	61420004	61419800.451	40.025989	582190.653
NC_000086.8	169476592	169476388.451	9.511727	381753.786
NT_165789.3	559103	558899.451	13.237432	1752.073
NC_000087.8	91455967	91455763.451	0.063089	1366.402
NT_187060.1	182347	182143.451	0.000000	0.000
NT_187061.1	259875	259671.451	0.000000	0.000
NT_187062.1	155838	155634.451	0.000000	0.000
NT_187063.1	158099	157895.451	0.000000	0.000
NT_166451.1	42057	41853.451	0.100892	1.000
NT_166462.1	31602	31398.451	18.591373	138.240
NT_166465.1	25871	25667.451	0.000000	0.000
NT_166466.1	23158	22954.451	422.585359	2297.186
NT_166467.1	38659	38455.451	0.000000	0.000
NT_166469.1	35240	35036.451	0.000000	0.000
NT_166474.1	24668	24464.451	0.000000	0.000
NT_166476.1	23629	23425.451	0.000000	0.000
NT_166478.1	24323	24119.451	0.000000	0.000
NT_166443.1	22974	22770.451	0.000000	0.000
NT_166444.1	31704	31500.451	0.000000	0.000
NT_166480.1	21240	21036.451	0.000000	0.000
NT_166456.1	28664	28460.451	0.000000	0.000
NT_166471.1	24685	24481.451	0.000000	0.000
NT_166473.1	28772	28568.451	0.000000	0.000
NT_166454.1	26764	26560.451	7.527845	47.350
NT_166463.1	72385	72181.451	0.000000	0.000
NT_166450.1	47073	46869.451	0.000000	0.000
NT_166452.1	20208	20004.451	0.000000	0.000
NT_187064.1	114452	114248.451	206.770035	5594.389
NW_023337853.1	31129	30925.451	211.054725	1545.702
NC_005089.1	16299	16095.451	997953.442986	3803892.066
