Name	Length	EffectiveLength	TPM	NumReads
NC_000067.7	195154279	195154086.177	23.324674	974417.155
NT_166280.1	169725	169532.177	0.291274	10.571
NT_166281.1	241735	241542.177	0.052231	2.701
NT_166282.1	153618	153425.177	0.065123	2.139
NT_162750.1	206961	206768.177	0.102300	4.528
NW_023337852.1	8412	8219.177	330.086253	580.774
NT_166338.1	40056	39863.177	0.000000	0.000
NC_000068.8	181755017	181754824.177	26.455233	1029317.193
NC_000069.7	159745316	159745123.177	30.542561	1044443.012
NC_000070.7	156860686	156860493.177	26.771954	898970.307
NT_187055.1	1976	1783.177	52.394277	20.000
NC_000071.7	151758149	151757956.177	33.483927	1087776.202
NT_187056.1	199368	199175.177	0.000000	0.000
NT_187057.1	205776	205583.177	0.000000	0.000
NT_187058.1	184189	183996.177	0.000000	0.000
NT_166438.1	195993	195800.177	0.000000	0.000
NT_187059.1	953012	952819.177	0.000000	0.000
NC_000072.7	149588044	149587851.177	22.167936	709860.931
NC_000073.7	144995196	144995003.177	52.672565	1634892.476
NT_166307.1	175968	175775.177	0.000000	0.000
NC_000074.7	130127694	130127501.177	25.002433	696471.032
NC_000075.7	124359700	124359507.177	27.840467	741151.849
NC_000076.7	130530862	130530669.177	25.780250	720362.967
NC_000077.7	121973369	121973176.177	55.089804	1438425.092
NC_000078.7	120092757	120092564.177	17.679326	454499.601
NC_000079.7	120883175	120882982.177	19.834409	513258.473
NC_000080.7	125139656	125139463.177	16.265007	435712.716
NC_000081.7	104073951	104073758.177	27.899388	621566.513
NC_000082.7	98008968	98008775.177	20.245323	424757.812
NC_000083.7	95294699	95294506.177	32.722174	667516.041
NC_000084.7	90720763	90720570.177	18.173591	352937.838
NC_000085.7	61420004	61419811.177	40.972815	538711.161
NC_000086.8	169476592	169476399.177	10.613412	385048.948
NT_165789.3	559103	558910.177	9.309429	1113.825
NC_000087.8	91455967	91455774.177	0.085615	1676.141
NT_187060.1	182347	182154.177	0.000000	0.000
NT_187061.1	259875	259682.177	0.000000	0.000
NT_187062.1	155838	155645.177	0.000000	0.000
NT_187063.1	158099	157906.177	0.000000	0.000
NT_166451.1	42057	41864.177	0.111585	1.000
NT_166462.1	31602	31409.177	31.631360	212.680
NT_166465.1	25871	25678.177	0.000000	0.000
NT_166466.1	23158	22965.177	525.174471	2581.815
NT_166467.1	38659	38466.177	0.121442	1.000
NT_166469.1	35240	35047.177	0.000000	0.000
NT_166474.1	24668	24475.177	0.000000	0.000
NT_166476.1	23629	23436.177	0.200130	1.004
NT_166478.1	24323	24130.177	0.000000	0.000
NT_166443.1	22974	22781.177	0.000000	0.000
NT_166444.1	31704	31511.177	0.000000	0.000
NT_166480.1	21240	21047.177	0.000000	0.000
NT_166456.1	28664	28471.177	0.360839	2.199
NT_166471.1	24685	24492.177	0.000000	0.000
NT_166473.1	28772	28579.177	0.326910	2.000
NT_166454.1	26764	26571.177	16.653749	94.727
NT_166463.1	72385	72192.177	0.000000	0.000
NT_166450.1	47073	46880.177	0.000000	0.000
NT_166452.1	20208	20015.177	0.000000	0.000
NT_187064.1	114452	114259.177	223.642225	5470.117
NW_023337853.1	31129	30936.177	161.067296	1066.659
NC_005089.1	16299	16106.177	998094.786241	3441247.802
