Name	Length	EffectiveLength	TPM	NumReads
NC_000067.7	195154279	195154100.454	14.218446	958564.691
NT_166280.1	169725	169546.454	0.020996	1.230
NT_166281.1	241735	241556.454	0.043124	3.599
NT_166282.1	153618	153439.454	0.000000	0.000
NT_162750.1	206961	206782.454	0.000000	0.000
NW_023337852.1	8412	8233.454	97.153952	276.334
NT_166338.1	40056	39877.454	0.000000	0.000
NC_000068.8	181755017	181754838.454	16.303455	1023663.577
NC_000069.7	159745316	159745137.454	17.453396	963161.664
NC_000070.7	156860686	156860507.454	15.103210	818416.720
NT_187055.1	1976	1797.454	38.651098	24.000
NC_000071.7	151758149	151757970.454	17.390848	911725.008
NT_187056.1	199368	199189.454	0.000000	0.000
NT_187057.1	205776	205597.454	0.000000	0.000
NT_187058.1	184189	184010.454	0.000000	0.000
NT_166438.1	195993	195814.454	0.000000	0.000
NT_187059.1	953012	952833.454	0.006139	2.021
NC_000072.7	149588044	149587865.454	13.357100	690240.040
NC_000073.7	144995196	144995017.454	25.407228	1272629.470
NT_166307.1	175968	175789.454	0.000000	0.000
NC_000074.7	130127694	130127515.454	14.476375	650759.571
NC_000075.7	124359700	124359521.454	18.730191	804660.811
NC_000076.7	130530862	130530683.454	14.582728	657571.517
NC_000077.7	121973369	121973190.454	28.515893	1201553.116
NC_000078.7	120092757	120092578.454	9.556134	396451.457
NC_000079.7	120883175	120882996.454	10.731904	448160.537
NC_000080.7	125139656	125139477.454	8.977719	388107.410
NC_000081.7	104073951	104073772.454	14.701518	528560.954
NC_000082.7	98008968	98008789.454	13.130397	444564.202
NC_000083.7	95294699	95294520.454	17.705636	582869.165
NC_000084.7	90720763	90720584.454	9.730642	304957.229
NC_000085.7	61420004	61419825.454	26.482028	561890.151
NC_000086.8	169476592	169476413.454	6.340361	371205.883
NT_165789.3	559103	558924.454	4.391282	847.883
NC_000087.8	91455967	91455788.454	0.031402	992.107
NT_187060.1	182347	182168.454	0.000000	0.000
NT_187061.1	259875	259696.454	0.000000	0.000
NT_187062.1	155838	155659.454	0.000000	0.000
NT_187063.1	158099	157920.454	0.000000	0.000
NT_166451.1	42057	41878.454	0.000000	0.000
NT_166462.1	31602	31423.454	14.207638	154.229
NT_166465.1	25871	25692.454	0.000000	0.000
NT_166466.1	23158	22979.454	405.933434	3222.450
NT_166467.1	38659	38480.454	0.000000	0.000
NT_166469.1	35240	35061.454	0.000000	0.000
NT_166474.1	24668	24489.454	0.236406	2.000
NT_166476.1	23629	23450.454	0.180654	1.463
NT_166478.1	24323	24144.454	0.000000	0.000
NT_166443.1	22974	22795.454	0.000000	0.000
NT_166444.1	31704	31525.454	0.000000	0.000
NT_166480.1	21240	21061.454	0.000000	0.000
NT_166456.1	28664	28485.454	0.207737	2.044
NT_166471.1	24685	24506.454	0.000000	0.000
NT_166473.1	28772	28593.454	0.101274	1.000
NT_166454.1	26764	26585.454	5.461159	50.156
NT_166463.1	72385	72206.454	0.000000	0.000
NT_166450.1	47073	46894.454	0.000000	0.000
NT_166452.1	20208	20029.454	0.000000	0.000
NT_187064.1	114452	114273.454	97.749077	3858.777
NW_023337853.1	31129	30950.454	224.431504	2399.620
NC_005089.1	16299	16120.454	998798.297916	5562200.918
