Name	Length	EffectiveLength	TPM	NumReads
NC_000067.7	195154279	195154086.222	20.587394	1209846.855
NT_166280.1	169725	169532.222	0.000000	0.000
NT_166281.1	241735	241542.222	0.000000	0.000
NT_166282.1	153618	153425.222	0.000000	0.000
NT_162750.1	206961	206768.222	0.000000	0.000
NW_023337852.1	8412	8219.222	295.391950	731.107
NT_166338.1	40056	39863.222	0.000000	0.000
NC_000068.8	181755017	181754824.222	21.519863	1177814.270
NC_000069.7	159745316	159745123.222	18.618089	895600.011
NC_000070.7	156860686	156860493.222	23.651297	1117171.636
NT_187055.1	1976	1783.222	31.658639	17.000
NC_000071.7	151758149	151757956.222	24.293908	1110197.423
NT_187056.1	199368	199175.222	0.040294	2.417
NT_187057.1	205776	205583.222	0.000000	0.000
NT_187058.1	184189	183996.222	0.000000	0.000
NT_166438.1	195993	195800.222	0.000000	0.000
NT_187059.1	953012	952819.222	0.007007	2.010
NC_000072.7	149588044	149587851.222	16.958950	763917.824
NC_000073.7	144995196	144995003.222	26.235226	1145484.483
NT_166307.1	175968	175775.222	0.000000	0.000
NC_000074.7	130127694	130127501.222	27.120781	1062729.278
NC_000075.7	124359700	124359507.222	25.440392	952695.623
NC_000076.7	130530862	130530669.222	22.275553	875573.156
NC_000077.7	121973369	121973176.222	37.719510	1385420.924
NC_000078.7	120092757	120092564.222	12.777355	462070.736
NC_000079.7	120883175	120882982.222	13.127388	477853.587
NC_000080.7	125139656	125139463.222	12.574608	473849.165
NC_000081.7	104073951	104073758.222	20.045325	628211.257
NC_000082.7	98008968	98008775.222	13.815468	407738.688
NC_000083.7	95294699	95294506.222	26.052347	747594.480
NC_000084.7	90720763	90720570.222	13.000634	355158.055
NC_000085.7	61420004	61419811.222	33.758150	624364.911
NC_000086.8	169476592	169476399.222	8.375504	427436.461
NT_165789.3	559103	558910.222	9.672390	1627.898
NC_000087.8	91455967	91455774.222	0.032191	886.545
NT_187060.1	182347	182154.222	0.000000	0.000
NT_187061.1	259875	259682.222	0.000000	0.000
NT_187062.1	155838	155645.222	0.000000	0.000
NT_187063.1	158099	157906.222	0.000000	0.000
NT_166451.1	42057	41864.222	0.079747	1.005
NT_166462.1	31602	31409.222	12.821848	121.272
NT_166465.1	25871	25678.222	0.000000	0.000
NT_166466.1	23158	22965.222	637.337971	4407.495
NT_166467.1	38659	38466.222	0.000000	0.000
NT_166469.1	35240	35047.222	0.000000	0.000
NT_166474.1	24668	24475.222	0.135682	1.000
NT_166476.1	23629	23436.222	0.141697	1.000
NT_166478.1	24323	24130.222	0.000000	0.000
NT_166443.1	22974	22781.222	0.000000	0.000
NT_166444.1	31704	31511.222	0.000000	0.000
NT_166480.1	21240	21047.222	0.157782	1.000
NT_166456.1	28664	28471.222	0.000000	0.000
NT_166471.1	24685	24492.222	0.000000	0.000
NT_166473.1	28772	28579.222	0.000000	0.000
NT_166454.1	26764	26571.222	10.109576	80.890
NT_166463.1	72385	72192.222	0.000000	0.000
NT_166450.1	47073	46880.222	0.000000	0.000
NT_166452.1	20208	20015.222	0.167392	1.009
NT_187064.1	114452	114259.222	169.630498	5836.420
NW_023337853.1	31129	30936.222	383.622007	3573.733
NC_005089.1	16299	16106.222	998031.045590	4840487.376
