Name	Length	EffectiveLength	TPM	NumReads
NC_000067.7	195154279	195154090.564	30.989464	1030973.370
NT_166280.1	169725	169536.564	0.478289	13.823
NT_166281.1	241735	241546.564	0.032776	1.350
NT_166282.1	153618	153429.564	0.000000	0.000
NT_162750.1	206961	206772.564	0.268360	9.459
NW_023337852.1	8412	8223.564	614.456833	861.405
NT_166338.1	40056	39867.564	0.000000	0.000
NC_000068.8	181755017	181754828.564	36.480973	1130337.395
NC_000069.7	159745316	159745127.564	40.276661	1096823.642
NC_000070.7	156860686	156860497.564	34.614602	925611.309
NT_187055.1	1976	1787.564	131.263093	40.000
NC_000071.7	151758149	151757960.564	45.115563	1167168.571
NT_187056.1	199368	199179.564	0.000000	0.000
NT_187057.1	205776	205587.564	0.000000	0.000
NT_187058.1	184189	184000.564	0.000000	0.000
NT_166438.1	195993	195804.564	0.000000	0.000
NT_187059.1	953012	952823.564	0.000000	0.000
NC_000072.7	149588044	149587855.564	28.968353	738713.216
NC_000073.7	144995196	144995007.564	64.219671	1587365.160
NT_166307.1	175968	175779.564	0.000000	0.000
NC_000074.7	130127694	130127505.564	30.933447	686203.833
NC_000075.7	124359700	124359511.564	35.375465	749957.898
NC_000076.7	130530862	130530673.564	32.249009	717603.698
NC_000077.7	121973369	121973180.564	66.480764	1382343.800
NC_000078.7	120092757	120092568.564	22.985239	470566.354
NC_000079.7	120883175	120882986.564	26.236020	540653.302
NC_000080.7	125139656	125139467.564	20.477498	436844.541
NC_000081.7	104073951	104073762.564	34.858280	618447.627
NC_000082.7	98008968	98008779.564	27.830273	464984.173
NC_000083.7	95294699	95294510.564	42.287688	686969.643
NC_000084.7	90720763	90720574.564	24.020667	371489.528
NC_000085.7	61420004	61419815.564	51.596165	540233.671
NC_000086.8	169476592	169476403.564	11.832436	341852.783
NT_165789.3	559103	558914.564	9.721125	926.227
NC_000087.8	91455967	91455778.564	0.296150	4617.200
NT_187060.1	182347	182158.564	0.911402	28.302
NT_187061.1	259875	259686.564	0.000000	0.000
NT_187062.1	155838	155649.564	0.000000	0.000
NT_187063.1	158099	157910.564	0.000000	0.000
NT_166451.1	42057	41868.564	0.000000	0.000
NT_166462.1	31602	31413.564	25.331702	135.655
NT_166465.1	25871	25682.564	0.000000	0.000
NT_166466.1	23158	22969.564	431.749607	1690.598
NT_166467.1	38659	38470.564	0.609924	4.000
NT_166469.1	35240	35051.564	0.000000	0.000
NT_166474.1	24668	24479.564	0.000000	0.000
NT_166476.1	23629	23440.564	0.750754	3.000
NT_166478.1	24323	24134.564	0.000000	0.000
NT_166443.1	22974	22785.564	0.000000	0.000
NT_166444.1	31704	31515.564	0.000000	0.000
NT_166480.1	21240	21051.564	0.000000	0.000
NT_166456.1	28664	28475.564	0.888661	4.314
NT_166471.1	24685	24496.564	0.000000	0.000
NT_166473.1	28772	28583.564	0.205224	1.000
NT_166454.1	26764	26575.564	8.007242	36.276
NT_166463.1	72385	72196.564	0.000000	0.000
NT_166450.1	47073	46884.564	0.000000	0.000
NT_166452.1	20208	20019.564	0.000000	0.000
NT_187064.1	114452	114263.564	328.749461	6403.664
NW_023337853.1	31129	30940.564	446.744756	2356.370
NC_005089.1	16299	16110.564	997291.706404	2738978.842
