Name	Length	EffectiveLength	TPM	NumReads
NC_000067.7	195154279	195154082.058	26.294162	1033835.427
NT_166280.1	169725	169528.058	0.000000	0.000
NT_166281.1	241735	241538.058	0.075474	3.673
NT_166282.1	153618	153421.058	0.000000	0.000
NT_162750.1	206961	206764.058	0.000000	0.000
NW_023337852.1	8412	8215.058	319.275351	528.434
NT_166338.1	40056	39859.058	0.000000	0.000
NC_000068.8	181755017	181754820.058	31.190513	1142149.342
NC_000069.7	159745316	159745119.058	32.560396	1047928.646
NC_000070.7	156860686	156860489.058	28.745481	908442.795
NT_187055.1	1976	1779.058	58.588811	21.000
NC_000071.7	151758149	151757952.058	35.018878	1070700.772
NT_187056.1	199368	199171.058	0.000000	0.000
NT_187057.1	205776	205579.058	0.000000	0.000
NT_187058.1	184189	183992.058	0.000000	0.000
NT_166438.1	195993	195796.058	0.000000	0.000
NT_187059.1	953012	952815.058	0.005221	1.002
NC_000072.7	149588044	149587847.058	23.937029	721408.074
NC_000073.7	144995196	144994999.058	52.759555	1541234.021
NT_166307.1	175968	175771.058	0.000000	0.000
NC_000074.7	130127694	130127497.058	27.718632	726700.236
NC_000075.7	124359700	124359503.058	31.141630	780251.759
NC_000076.7	130530862	130530665.058	27.676512	727844.068
NC_000077.7	121973369	121973172.058	55.349971	1360179.281
NC_000078.7	120092757	120092560.058	18.589117	449768.777
NC_000079.7	120883175	120882978.058	20.975384	510845.420
NC_000080.7	125139656	125139459.058	17.084068	430724.927
NC_000081.7	104073951	104073754.058	29.061505	609359.749
NC_000082.7	98008968	98008771.058	23.409823	462250.628
NC_000083.7	95294699	95294502.058	34.691857	666054.606
NC_000084.7	90720763	90720566.058	19.293474	352639.228
NC_000085.7	61420004	61419807.058	45.530372	563409.398
NC_000086.8	169476592	169476395.058	11.140456	380387.829
NT_165789.3	559103	558906.058	8.567915	964.780
NC_000087.8	91455967	91455770.058	0.034599	637.515
NT_187060.1	182347	182150.058	0.000000	0.000
NT_187061.1	259875	259678.058	0.000000	0.000
NT_187062.1	155838	155641.058	0.000000	0.000
NT_187063.1	158099	157902.058	0.000000	0.000
NT_166451.1	42057	41860.058	0.118691	1.001
NT_166462.1	31602	31405.058	30.722237	194.387
NT_166465.1	25871	25674.058	0.000000	0.000
NT_166466.1	23158	22961.058	453.515365	2097.966
NT_166467.1	38659	38462.058	0.000000	0.000
NT_166469.1	35240	35043.058	0.000000	0.000
NT_166474.1	24668	24471.058	0.000000	0.000
NT_166476.1	23629	23432.058	0.000000	0.000
NT_166478.1	24323	24126.058	0.000000	0.000
NT_166443.1	22974	22777.058	0.000000	0.000
NT_166444.1	31704	31507.058	0.000000	0.000
NT_166480.1	21240	21043.058	0.000000	0.000
NT_166456.1	28664	28467.058	0.517177	2.966
NT_166471.1	24685	24488.058	0.000000	0.000
NT_166473.1	28772	28575.058	0.000000	0.000
NT_166454.1	26764	26567.058	7.346543	39.322
NT_166463.1	72385	72188.058	0.000000	0.000
NT_166450.1	47073	46876.058	0.000000	0.000
NT_166452.1	20208	20011.058	0.000000	0.000
NT_187064.1	114452	114255.058	209.448161	4821.325
NW_023337853.1	31129	30932.058	149.961654	934.552
NC_005089.1	16299	16102.058	998169.653987	3238174.092
