Name	Length	EffectiveLength	TPM	NumReads
NC_000067.7	195154279	195154090.389	26.589967	1101671.870
NT_166280.1	169725	169536.389	0.000000	0.000
NT_166281.1	241735	241546.389	0.023117	1.185
NT_166282.1	153618	153429.389	0.000000	0.000
NT_162750.1	206961	206772.389	0.114503	5.027
NW_023337852.1	8412	8223.389	362.240253	632.418
NT_166338.1	40056	39867.389	0.000000	0.000
NC_000068.8	181755017	181754828.389	24.505870	945611.785
NC_000069.7	159745316	159745127.389	30.284480	1027080.623
NC_000070.7	156860686	156860497.389	26.693824	888957.877
NT_187055.1	1976	1787.389	47.434761	18.000
NC_000071.7	151758149	151757960.389	33.220298	1070315.465
NT_187056.1	199368	199179.389	0.024344	1.029
NT_187057.1	205776	205587.389	0.000000	0.000
NT_187058.1	184189	184000.389	0.000000	0.000
NT_166438.1	195993	195804.389	0.000000	0.000
NT_187059.1	953012	952823.389	0.000000	0.000
NC_000072.7	149588044	149587855.389	23.813676	756274.698
NC_000073.7	144995196	144995007.389	32.974482	1015050.933
NT_166307.1	175968	175779.389	0.000000	0.000
NC_000074.7	130127694	130127505.389	21.439336	592293.855
NC_000075.7	124359700	124359511.389	42.684041	1126941.413
NC_000076.7	130530862	130530673.389	24.044503	666323.595
NC_000077.7	121973369	121973180.389	46.573411	1206033.015
NC_000078.7	120092757	120092568.389	20.867588	532041.095
NC_000079.7	120883175	120882986.389	16.887513	433398.767
NC_000080.7	125139656	125139467.389	14.241150	378352.114
NC_000081.7	104073951	104073762.389	26.574649	587172.335
NC_000082.7	98008968	98008779.389	19.213148	399779.316
NC_000083.7	95294699	95294510.389	34.374595	695444.170
NC_000084.7	90720763	90720574.389	16.686704	321390.578
NC_000085.7	61420004	61419815.389	49.799825	649371.355
NC_000086.8	169476592	169476403.389	8.928318	321244.510
NT_165789.3	559103	558914.389	12.828121	1522.177
NC_000087.8	91455967	91455778.389	0.215440	4183.067
NT_187060.1	182347	182158.389	1.903950	73.631
NT_187061.1	259875	259686.389	0.000000	0.000
NT_187062.1	155838	155649.389	0.000000	0.000
NT_187063.1	158099	157910.389	1.059156	35.508
NT_166451.1	42057	41868.389	0.000000	0.000
NT_166462.1	31602	31413.389	16.686030	111.282
NT_166465.1	25871	25682.389	0.000000	0.000
NT_166466.1	23158	22969.389	56.208099	274.098
NT_166467.1	38659	38470.389	0.000000	0.000
NT_166469.1	35240	35051.389	0.000000	0.000
NT_166474.1	24668	24479.389	0.000000	0.000
NT_166476.1	23629	23440.389	0.200946	1.000
NT_166478.1	24323	24134.389	0.000000	0.000
NT_166443.1	22974	22785.389	0.000000	0.000
NT_166444.1	31704	31515.389	0.000000	0.000
NT_166480.1	21240	21051.389	0.000000	0.000
NT_166456.1	28664	28475.389	0.000000	0.000
NT_166471.1	24685	24496.389	0.000000	0.000
NT_166473.1	28772	28583.389	0.000000	0.000
NT_166454.1	26764	26575.389	4.935831	27.848
NT_166463.1	72385	72196.389	0.000000	0.000
NT_166450.1	47073	46884.389	0.000000	0.000
NT_166452.1	20208	20019.389	0.000000	0.000
NT_187064.1	114452	114263.389	266.385123	6462.103
NW_023337853.1	31129	30940.389	235.982212	1550.108
NC_005089.1	16299	16110.389	998453.360737	3414999.153
