Name	Length	EffectiveLength	TPM	NumReads
NC_000067.7	195154279	195154088.852	20.431373	1010637.113
NT_166280.1	169725	169534.852	0.046724	2.008
NT_166281.1	241735	241544.852	0.000000	0.000
NT_166282.1	153618	153427.852	0.000000	0.000
NT_162750.1	206961	206770.852	0.019301	1.012
NW_023337852.1	8412	8221.852	373.372465	778.094
NT_166338.1	40056	39865.852	0.000000	0.000
NC_000068.8	181755017	181754826.852	21.383176	985095.207
NC_000069.7	159745316	159745125.852	18.937285	766770.457
NC_000070.7	156860686	156860495.852	24.683761	981397.508
NT_187055.1	1976	1785.852	48.602333	22.000
NC_000071.7	151758149	151757958.852	24.318888	935438.450
NT_187056.1	199368	199177.852	0.000000	0.000
NT_187057.1	205776	205585.852	0.000000	0.000
NT_187058.1	184189	183998.852	0.000000	0.000
NT_166438.1	195993	195802.852	0.000000	0.000
NT_187059.1	953012	952821.852	0.004316	1.042
NC_000072.7	149588044	149587853.852	18.607545	705513.699
NC_000073.7	144995196	144995005.852	31.151067	1144843.184
NT_166307.1	175968	175777.852	0.000000	0.000
NC_000074.7	130127694	130127503.852	30.375964	1001888.080
NC_000075.7	124359700	124359509.852	25.919959	817021.243
NC_000076.7	130530862	130530671.852	25.958431	858837.581
NC_000077.7	121973369	121973178.852	40.586107	1254763.189
NC_000078.7	120092757	120092566.852	13.606321	414168.327
NC_000079.7	120883175	120882984.852	15.402744	471936.221
NC_000080.7	125139656	125139465.852	13.451388	426659.503
NC_000081.7	104073951	104073760.852	21.288974	561585.664
NC_000082.7	98008968	98008777.852	16.059778	398955.585
NC_000083.7	95294699	95294508.852	25.457303	614894.077
NC_000084.7	90720763	90720572.852	14.440276	332048.348
NC_000085.7	61420004	61419813.852	34.208436	532551.664
NC_000086.8	169476592	169476401.852	8.664388	372192.107
NT_165789.3	559103	558912.852	8.753664	1240.092
NC_000087.8	91455967	91455776.852	0.145641	3376.104
NT_187060.1	182347	182156.852	0.000000	0.000
NT_187061.1	259875	259684.852	0.000000	0.000
NT_187062.1	155838	155647.852	0.000000	0.000
NT_187063.1	158099	157908.852	0.000000	0.000
NT_166451.1	42057	41866.852	0.000000	0.000
NT_166462.1	31602	31411.852	15.326040	122.024
NT_166465.1	25871	25680.852	0.000000	0.000
NT_166466.1	23158	22967.852	675.913894	3934.883
NT_166467.1	38659	38468.852	0.000000	0.000
NT_166469.1	35240	35049.852	0.000000	0.000
NT_166474.1	24668	24477.852	0.000000	0.000
NT_166476.1	23629	23438.852	0.000000	0.000
NT_166478.1	24323	24132.852	0.000000	0.000
NT_166443.1	22974	22783.852	0.000000	0.000
NT_166444.1	31704	31513.852	0.000000	0.000
NT_166480.1	21240	21049.852	0.000000	0.000
NT_166456.1	28664	28473.852	0.000000	0.000
NT_166471.1	24685	24494.852	0.000000	0.000
NT_166473.1	28772	28581.852	0.000000	0.000
NT_166454.1	26764	26573.852	10.663893	71.827
NT_166463.1	72385	72194.852	0.000000	0.000
NT_166450.1	47073	46882.852	0.000000	0.000
NT_166452.1	20208	20017.852	0.000000	0.000
NT_187064.1	114452	114261.852	154.606779	4477.647
NW_023337853.1	31129	30938.852	143.953157	1128.874
NC_005089.1	16299	16108.852	998123.658626	4075388.189
