Name	Length	EffectiveLength	TPM	NumReads
NC_000067.7	195154279	195154087.011	26.380270	1066787.118
NT_166280.1	169725	169533.011	0.000000	0.000
NT_166281.1	241735	241543.011	0.042375	2.121
NT_166282.1	153618	153426.011	0.000000	0.000
NT_162750.1	206961	206769.011	0.000000	0.000
NW_023337852.1	8412	8220.011	255.242501	434.757
NT_166338.1	40056	39864.011	0.000000	0.000
NC_000068.8	181755017	181754825.011	26.115790	983580.697
NC_000069.7	159745316	159745124.011	31.262888	1034850.449
NC_000070.7	156860686	156860494.011	29.224881	949920.381
NT_187055.1	1976	1784.011	67.627237	25.000
NC_000071.7	151758149	151757957.011	34.052103	1070819.554
NT_187056.1	199368	199176.011	0.000000	0.000
NT_187057.1	205776	205584.011	0.000000	0.000
NT_187058.1	184189	183997.011	0.000000	0.000
NT_166438.1	195993	195801.011	0.024745	1.004
NT_187059.1	953012	952820.011	0.000000	0.000
NC_000072.7	149588044	149587852.011	24.877901	771135.944
NC_000073.7	144995196	144995004.011	35.781152	1075048.943
NT_166307.1	175968	175776.011	0.000000	0.000
NC_000074.7	130127694	130127502.011	22.306923	601491.718
NC_000075.7	124359700	124359508.011	42.562824	1096807.247
NC_000076.7	130530862	130530670.011	24.996341	676098.374
NC_000077.7	121973369	121973177.011	48.386630	1222955.324
NC_000078.7	120092757	120092565.011	20.153474	501518.470
NC_000079.7	120883175	120882983.011	17.307351	433527.494
NC_000080.7	125139656	125139464.011	14.665744	380293.831
NC_000081.7	104073951	104073759.011	26.273797	566610.957
NC_000082.7	98008968	98008776.011	19.664852	399371.007
NC_000083.7	95294699	95294507.011	35.016620	691453.493
NC_000084.7	90720763	90720571.011	17.585515	330583.935
NC_000085.7	61420004	61419812.011	50.468559	642318.262
NC_000086.8	169476592	169476400.011	9.563599	335854.737
NT_165789.3	559103	558911.011	12.357780	1431.212
NC_000087.8	91455967	91455775.011	0.207640	3934.977
NT_187060.1	182347	182155.011	1.625222	61.344
NT_187061.1	259875	259683.011	0.000000	0.000
NT_187062.1	155838	155646.011	0.000000	0.000
NT_187063.1	158099	157907.011	1.775084	58.082
NT_166451.1	42057	41865.011	0.000000	0.000
NT_166462.1	31602	31410.011	20.049875	130.497
NT_166465.1	25871	25679.011	0.000000	0.000
NT_166466.1	23158	22966.011	46.516080	221.365
NT_166467.1	38659	38467.011	0.125456	1.000
NT_166469.1	35240	35048.011	0.000000	0.000
NT_166474.1	24668	24476.011	0.000000	0.000
NT_166476.1	23629	23437.011	0.000000	0.000
NT_166478.1	24323	24131.011	0.000000	0.000
NT_166443.1	22974	22782.011	0.000000	0.000
NT_166444.1	31704	31512.011	0.000000	0.000
NT_166480.1	21240	21048.011	0.000000	0.000
NT_166456.1	28664	28472.011	0.000000	0.000
NT_166471.1	24685	24493.011	0.000000	0.000
NT_166473.1	28772	28580.011	0.000000	0.000
NT_166454.1	26764	26572.011	2.179395	12.000
NT_166463.1	72385	72193.011	0.000000	0.000
NT_166450.1	47073	46881.011	0.000000	0.000
NT_166452.1	20208	20016.011	0.000000	0.000
NT_187064.1	114452	114260.011	149.211561	3532.788
NW_023337853.1	31129	30937.011	449.692893	2882.805
NC_005089.1	16299	16107.011	998436.674944	3332394.112
