Name	Length	EffectiveLength	TPM	NumReads
NC_000067.7	195154279	195154094.662	22.503252	981845.114
NT_166280.1	169725	169540.662	0.134677	5.105
NT_166281.1	241735	241550.662	0.062274	3.363
NT_166282.1	153618	153433.662	0.055659	1.909
NT_162750.1	206961	206776.662	0.000000	0.000
NW_023337852.1	8412	8227.662	381.465768	701.701
NT_166338.1	40056	39871.662	0.000000	0.000
NC_000068.8	181755017	181754832.662	24.999695	1015876.010
NC_000069.7	159745316	159745131.662	27.039857	965721.824
NC_000070.7	156860686	156860501.662	26.562691	931548.979
NT_187055.1	1976	1791.662	69.900746	28.000
NC_000071.7	151758149	151757964.662	29.966927	1016748.924
NT_187056.1	199368	199183.662	0.000000	0.000
NT_187057.1	205776	205591.662	0.000000	0.000
NT_187058.1	184189	184004.662	0.000000	0.000
NT_166438.1	195993	195808.662	0.000000	0.000
NT_187059.1	953012	952827.662	0.000000	0.000
NC_000072.7	149588044	149587859.662	21.731848	726796.857
NC_000073.7	144995196	144995011.662	51.842546	1680580.844
NT_166307.1	175968	175783.662	0.000000	0.000
NC_000074.7	130127694	130127509.662	24.804225	721630.376
NC_000075.7	124359700	124359515.662	26.930221	748753.669
NC_000076.7	130530862	130530677.662	24.614749	718336.666
NC_000077.7	121973369	121973184.662	50.940980	1389158.112
NC_000078.7	120092757	120092572.662	16.616481	446144.189
NC_000079.7	120883175	120882990.662	18.763270	507100.173
NC_000080.7	125139656	125139471.662	15.688027	438917.279
NC_000081.7	104073951	104073766.662	25.944242	603673.734
NC_000082.7	98008968	98008783.662	20.749477	454665.693
NC_000083.7	95294699	95294514.662	31.081913	662209.904
NC_000084.7	90720763	90720578.662	16.995233	344709.259
NC_000085.7	61420004	61419819.662	38.817447	533034.752
NC_000086.8	169476592	169476407.662	10.054165	380956.404
NT_165789.3	559103	558918.662	8.306024	1037.915
NC_000087.8	91455967	91455782.662	0.060793	1243.039
NT_187060.1	182347	182162.662	0.000000	0.000
NT_187061.1	259875	259690.662	0.000000	0.000
NT_187062.1	155838	155653.662	0.000000	0.000
NT_187063.1	158099	157914.662	0.000000	0.000
NT_166451.1	42057	41872.662	0.000000	0.000
NT_166462.1	31602	31417.662	24.967314	175.374
NT_166465.1	25871	25686.662	0.000000	0.000
NT_166466.1	23158	22973.662	482.116793	2476.296
NT_166467.1	38659	38474.662	0.000000	0.000
NT_166469.1	35240	35055.662	0.000000	0.000
NT_166474.1	24668	24483.662	0.000000	0.000
NT_166476.1	23629	23444.662	0.190781	1.000
NT_166478.1	24323	24138.662	0.000000	0.000
NT_166443.1	22974	22789.662	0.000000	0.000
NT_166444.1	31704	31519.662	0.000000	0.000
NT_166480.1	21240	21055.662	0.212430	1.000
NT_166456.1	28664	28479.662	0.000000	0.000
NT_166471.1	24685	24500.662	0.000000	0.000
NT_166473.1	28772	28587.662	0.000000	0.000
NT_166454.1	26764	26579.662	11.560658	68.699
NT_166463.1	72385	72200.662	0.000000	0.000
NT_166450.1	47073	46888.662	0.000000	0.000
NT_166452.1	20208	20023.662	0.000000	0.000
NT_187064.1	114452	114267.662	235.537311	6017.320
NW_023337853.1	31129	30944.662	162.806960	1126.364
NC_005089.1	16299	16114.662	998095.974564	3595949.151
