Name	Length	EffectiveLength	TPM	NumReads
NC_000067.7	195154279	195154084.008	23.404404	1083527.519
NT_166280.1	169725	169530.008	0.076832	3.090
NT_166281.1	241735	241540.008	0.000000	0.000
NT_166282.1	153618	153423.008	0.000000	0.000
NT_162750.1	206961	206766.008	0.023039	1.130
NW_023337852.1	8412	8217.008	292.530679	570.230
NT_166338.1	40056	39861.008	0.000000	0.000
NC_000068.8	181755017	181754822.008	28.572881	1231982.962
NC_000069.7	159745316	159745121.008	28.094063	1064650.050
NC_000070.7	156860686	156860491.008	27.612469	1027504.020
NT_187055.1	1976	1781.008	68.638446	29.000
NC_000071.7	151758149	151757954.008	30.630193	1102721.704
NT_187056.1	199368	199173.008	0.000000	0.000
NT_187057.1	205776	205581.008	0.000000	0.000
NT_187058.1	184189	183994.008	0.000000	0.000
NT_166438.1	195993	195798.008	0.000000	0.000
NT_187059.1	953012	952817.008	0.008875	2.006
NC_000072.7	149588044	149587849.008	22.278833	790593.926
NC_000073.7	144995196	144995001.008	50.512288	1737459.910
NT_166307.1	175968	175773.008	0.000000	0.000
NC_000074.7	130127694	130127499.008	25.330727	781954.448
NC_000075.7	124359700	124359505.008	28.151797	830519.505
NC_000076.7	130530862	130530667.008	25.122425	777926.993
NC_000077.7	121973369	121973174.008	50.653612	1465681.021
NC_000078.7	120092757	120092562.008	16.819782	479182.759
NC_000079.7	120883175	120882980.008	18.928533	542808.740
NC_000080.7	125139656	125139461.008	15.779617	468441.614
NC_000081.7	104073951	104073756.008	26.555478	655631.909
NC_000082.7	98008968	98008773.008	20.225937	470260.316
NC_000083.7	95294699	95294504.008	32.513181	735007.951
NC_000084.7	90720763	90720568.008	17.553531	377776.541
NC_000085.7	61420004	61419809.008	38.544434	561610.034
NC_000086.8	169476592	169476397.008	10.255047	412298.359
NT_165789.3	559103	558908.008	8.159832	1081.898
NC_000087.8	91455967	91455772.008	0.038486	834.995
NT_187060.1	182347	182152.008	0.000000	0.000
NT_187061.1	259875	259680.008	0.000000	0.000
NT_187062.1	155838	155643.008	0.000000	0.000
NT_187063.1	158099	157904.008	0.000000	0.000
NT_166451.1	42057	41862.008	0.100697	1.000
NT_166462.1	31602	31407.008	20.001452	149.023
NT_166465.1	25871	25676.008	0.000000	0.000
NT_166466.1	23158	22963.008	721.641114	3931.106
NT_166467.1	38659	38464.008	0.109593	1.000
NT_166469.1	35240	35045.008	0.000000	0.000
NT_166474.1	24668	24473.008	0.000000	0.000
NT_166476.1	23629	23434.008	0.000000	0.000
NT_166478.1	24323	24128.008	0.000000	0.000
NT_166443.1	22974	22779.008	0.000000	0.000
NT_166444.1	31704	31509.008	0.000000	0.000
NT_166480.1	21240	21045.008	0.000000	0.000
NT_166456.1	28664	28469.008	0.153817	1.039
NT_166471.1	24685	24490.008	0.000000	0.000
NT_166473.1	28772	28577.008	0.000000	0.000
NT_166454.1	26764	26569.008	18.098525	114.073
NT_166463.1	72385	72190.008	0.000000	0.000
NT_166450.1	47073	46878.008	0.000000	0.000
NT_166452.1	20208	20013.008	0.000000	0.000
NT_187064.1	114452	114257.008	243.610368	6603.031
NW_023337853.1	31129	30934.008	305.814304	2244.185
NC_005089.1	16299	16104.008	997783.454708	3811842.911
