Name	Length	EffectiveLength	TPM	NumReads
NC_000067.7	195154279	195154088.520	29.585426	1170962.403
NT_166280.1	169725	169534.520	0.000000	0.000
NT_166281.1	241735	241544.520	0.000000	0.000
NT_166282.1	153618	153427.520	0.000000	0.000
NT_162750.1	206961	206770.520	0.000000	0.000
NW_023337852.1	8412	8221.520	308.643008	514.631
NT_166338.1	40056	39865.520	0.000000	0.000
NC_000068.8	181755017	181754826.520	26.940476	993067.308
NC_000069.7	159745316	159745125.520	28.811559	933430.170
NC_000070.7	156860686	156860495.520	31.250398	994160.714
NT_187055.1	1976	1785.520	13.807589	5.000
NC_000071.7	151758149	151757958.520	37.779821	1162783.448
NT_187056.1	199368	199177.520	0.000000	0.000
NT_187057.1	205776	205585.520	0.000000	0.000
NT_187058.1	184189	183998.520	0.000000	0.000
NT_166438.1	195993	195802.520	0.000000	0.000
NT_187059.1	953012	952821.520	0.000000	0.000
NC_000072.7	149588044	149587853.520	23.112274	701175.074
NC_000073.7	144995196	144995005.520	37.110342	1091278.155
NT_166307.1	175968	175777.520	0.000000	0.000
NC_000074.7	130127694	130127503.520	25.119341	662925.612
NC_000075.7	124359700	124359509.520	43.948024	1108423.735
NC_000076.7	130530862	130530671.520	25.706203	680515.413
NC_000077.7	121973369	121973178.520	50.013652	1237201.330
NC_000078.7	120092757	120092566.520	20.772048	505921.243
NC_000079.7	120883175	120882984.520	16.498092	404470.040
NC_000080.7	125139656	125139465.520	14.985835	380331.861
NC_000081.7	104073951	104073760.520	29.162223	615530.173
NC_000082.7	98008968	98008777.520	18.338738	364520.433
NC_000083.7	95294699	95294508.520	34.275150	662421.928
NC_000084.7	90720763	90720572.520	16.663486	306590.799
NC_000085.7	61420004	61419813.520	52.944755	659506.229
NC_000086.8	169476592	169476401.520	9.612761	330403.660
NT_165789.3	559103	558912.520	13.183737	1494.410
NC_000087.8	91455967	91455776.520	0.007644	141.775
NT_187060.1	182347	182156.520	0.000000	0.000
NT_187061.1	259875	259684.520	0.000000	0.000
NT_187062.1	155838	155647.520	0.000000	0.000
NT_187063.1	158099	157908.520	0.000000	0.000
NT_166451.1	42057	41866.520	0.000000	0.000
NT_166462.1	31602	31411.520	15.359359	97.847
NT_166465.1	25871	25680.520	0.000000	0.000
NT_166466.1	23158	22967.520	56.129930	261.454
NT_166467.1	38659	38468.520	0.128177	1.000
NT_166469.1	35240	35049.520	0.000000	0.000
NT_166474.1	24668	24477.520	0.000000	0.000
NT_166476.1	23629	23438.520	0.210369	1.000
NT_166478.1	24323	24132.520	0.000000	0.000
NT_166443.1	22974	22783.520	0.000000	0.000
NT_166444.1	31704	31513.520	0.000000	0.000
NT_166480.1	21240	21049.520	0.000000	0.000
NT_166456.1	28664	28473.520	0.000000	0.000
NT_166471.1	24685	24494.520	0.000000	0.000
NT_166473.1	28772	28581.520	0.000000	0.000
NT_166454.1	26764	26573.520	2.051001	11.054
NT_166463.1	72385	72194.520	0.000000	0.000
NT_166450.1	47073	46882.520	0.000000	0.000
NT_166452.1	20208	20017.520	0.000000	0.000
NT_187064.1	114452	114261.520	200.733755	4651.659
NW_023337853.1	31129	30938.520	123.436983	774.519
NC_005089.1	16299	16108.520	998693.677844	3262686.922
